   1     1     2    21    20     1     1
   2     2     3    22    21     1     1
   3     3     4    23    22     1     1
   4     4     5    24    23     1     1
   5     5     6    25    24     1     1
   6     6     7     8    25     1     1
   7    20    21    26    19     1     1
   8    21    22    27    26     1     1
   9    22    23    28    27     1     1
  10    23    24    29    28     1     1
  11    24    25    30    29     1     1
  12    25     8     9    30     1     1
  13    19    26    31    18     1     1
  14    26    27    32    31     1     1
  15    27    28    33    32     1     1
  16    28    29    34    33     1     1
  17    29    30    35    34     1     1
  18    30     9    10    35     1     1
  19    18    31    16    17     1     1
  20    31    32    15    16     1     1
  21    32    33    14    15     1     1
  22    33    34    13    14     1     1
  23    34    35    12    13     1     1
  24    35    10    11    12     1     1
           1   15.75000      0.0000000E+00   3.300000    
           2   15.75000      0.9933333       3.300000    
           3   15.75000       1.986667       3.300000    
           4   15.75000       2.980000       3.300000    
           5   15.75000       3.973333       3.300000    
           6   15.75000       4.966667       3.300000    
           7   15.75000       5.960000       3.300000    
           8   15.75000       5.960000       4.200000    
           9   15.75000       5.960000       5.100000    
          10   15.75000       5.960000       6.000000    
          11   15.75000       5.960000       6.600000    
          12   15.75000       4.966667       6.600000    
          13   15.75000       3.973333       6.600000    
          14   15.75000       2.980000       6.600000    
          15   15.75000       1.986667       6.600000    
          16   15.75000      0.9933333       6.600000    
          17   15.75000      0.0000000E+00   6.600000    
          18   15.75000      0.0000000E+00   6.000000    
          19   15.75000      0.0000000E+00   5.100000    
          20   15.75000      0.0000000E+00   4.200000    
          21   15.75000      0.9933333       4.200000    
          22   15.75000       1.986667       4.200000    
          23   15.75000       2.980000       4.200000    
          24   15.75000       3.973333       4.200000    
          25   15.75000       4.966667       4.200000    
          26   15.75000      0.9933333       5.100000    
          27   15.75000       1.986667       5.100000    
          28   15.75000       2.980000       5.100000    
          29   15.75000       3.973333       5.100000    
          30   15.75000       4.966667       5.100000    
          31   15.75000      0.9933333       6.000000    
          32   15.75000       1.986667       6.000000    
          33   15.75000       2.980000       6.000000    
          34   15.75000       3.973333       6.000000    
          35   15.75000       4.966667       6.000000    
