   1     1     2    13    12     1     1
   2     2     3     4    13     1     1
   3    12    13    14    11     1     1
   4    13     4     5    14     1     1
   5    11    14    15    10     1     1
   6    14     5     6    15     1     1
   7    10    15     8     9     1     1
   8    15     6     7     8     1     1
           1   17.10000       5.960000       6.600000    
           2   17.10000       6.710000       6.600000    
           3   17.10000       7.460000       6.600000    
           4   17.10000       7.460000       7.500000    
           5   17.10000       7.460000       8.250000    
           6   17.10000       7.460000       9.000000    
           7   17.10000       7.460000       9.900000    
           8   17.10000       6.710000       9.900000    
           9   17.10000       5.960000       9.900000    
          10   17.10000       5.960000       9.000000    
          11   17.10000       5.960000       8.250000    
          12   17.10000       5.960000       7.500000    
          13   17.10000       6.710000       7.500000    
          14   17.10000       6.710000       8.250000    
          15   17.10000       6.710000       9.000000    
